cpu_mean_power,cpu_max_power,cpu_min_power,cpu_std_power,gpu_mean_power,gpu_max_power,gpu_min_power,gpu_std_power,ram_mean_power,ram_max_power,ram_min_power,ram_std_power,cpu_mean_utilization,cpu_max_utilization,cpu_min_utilization,gpu_mean_utilization,gpu_max_utilization,gpu_min_utilization,ram_mean_utilization,ram_max_utilization,ram_min_utilization,ram_mean_used_gb,ram_max_used_gb,ram_min_used_gb
4.949596949223025,25.148581084333344,2.8100654724263854,2.2273597177653963,198.21433432046538,228.9193978745052,53.66833463591211,46.573465495580336,10.382841304253036,15.892857142857142,10.0,0.7710384381865133,10.875515272821254,64.73333333333333,8.004347826086956,73.15909635162167,87.84986851541956,0.0,8.479353350965424,15.676785714285714,7.6125,14.154936363938804,26.198687417166575,12.749188423156738
