timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-03T23:31:26,bio-llama-3-8b-qlora,6392e0a2-cdc6-43dd-bff8-18991d860e54,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,11696.080124233,0.23674089843091542,2.0241046223718505e-05,5.167370934318493,155.14889019391782,10.006859886811867,0.0165574499350861,0.5023903685786401,0.031612410395383116,0.5505602289091054,0.0,USA,USA,Iowa,gcp,us-central1,Linux-6.8.0-1007-gcp-x86_64-with-glibc2.39,3.12.11,3.2.6,12,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x NVIDIA A100-SXM4-80GB,,,167.04280471801758,process,9.509175098610873,40.442033956439715,6.71264791630938,11.238811326423532,Y,1.0,0.0
