timestamp,cpu_w,ram_w,cpu_e,ram_e,gpu_e,gpus,phase
2026-05-04T23:16:31.056166+00:00,0.0,0.0,0.0015296292601604572,2.3567515016666283e-05,0.00012046065192399848,0.0,load_model
2026-05-04T23:16:31.056265+00:00,688.5741901324633,10.0,0.0015296292601604572,2.3567515016666283e-05,0.00012046065192399848,0.0,load_model
2026-05-04T23:16:39.078108+00:00,0.0,0.0,0.0027515290003602283,4.55856216249995e-05,0.0002341529650999978,0.0,load_model
2026-05-04T23:16:39.078318+00:00,619.7063078762042,10.0,0.0027515290003602283,4.55856216249995e-05,0.0002341529650999978,0.0,load_model
2026-05-04T23:16:47.250189+00:00,0.0,0.0,0.002959713049015331,6.673562097777695e-05,0.0003514880589679994,0.0,idle
2026-05-04T23:16:47.251209+00:00,445.0867388321305,10.0,0.002959713049015331,6.673562097777695e-05,0.0003514880589679994,0.0,idle
2026-05-04T23:16:55.306151+00:00,0.0,0.0,0.0037297016311376506,8.77850728833323e-05,0.0004653989834299977,0.0,idle
2026-05-04T23:16:55.306773+00:00,417.7698180060687,10.0,0.0037297016311376506,8.77850728833323e-05,0.0004653989834299977,0.0,idle
2026-05-04T23:17:03.316967+00:00,0.0,0.0,0.0040046818353951,0.00010960320213333244,0.0005793104634479983,0.0,idle
2026-05-04T23:17:03.317277+00:00,359.16474509415536,10.0,0.0040046818353951,0.00010960320213333244,0.0005793104634479983,0.0,idle
2026-05-04T23:17:11.327166+00:00,0.0,0.0,0.004288590221015319,0.00013160980829444343,0.0008240298258899992,0.0,fine_tuning
2026-05-04T23:17:11.327361+00:00,320.72097769564044,10.0,0.004288590221015319,0.00013160980829444343,0.0008240298258899992,0.0,fine_tuning
2026-05-04T23:17:19.327761+00:00,0.0,0.0,0.0046129105945029,0.00015356091173888796,0.001200889016265999,0.0,fine_tuning
2026-05-04T23:17:19.327880+00:00,295.9038597591676,10.0,0.0046129105945029,0.00015356091173888796,0.001200889016265999,0.0,fine_tuning
2026-05-04T23:17:27.331542+00:00,0.0,0.0,0.00495197183381122,0.00017552715716111043,0.0015527748533299985,0.0,fine_tuning
2026-05-04T23:17:27.331987+00:00,278.12136460821193,10.0,0.00495197183381122,0.00017552715716111043,0.0015527748533299985,0.0,fine_tuning
2026-05-04T23:17:35.332565+00:00,0.0,0.0,0.0052739212943192755,0.0001974859799111098,0.0019426954430439985,0.0,fine_tuning
2026-05-04T23:17:35.332835+00:00,263.4318579465497,10.0,0.0052739212943192755,0.0001974859799111098,0.0019426954430439985,0.0,fine_tuning
2026-05-04T23:17:43.335121+00:00,0.0,0.0,0.005584131175927807,0.00021943852275277607,0.0023339977005299994,0.0,fine_tuning
2026-05-04T23:17:43.335355+00:00,251.1547520592565,10.0,0.005584131175927807,0.00021943852275277607,0.0023339977005299994,0.0,fine_tuning
2026-05-04T23:17:51.338991+00:00,0.0,0.0,0.005936352252013765,0.00024133702947222053,0.0027144224493139985,0.0,fine_tuning
2026-05-04T23:17:51.339289+00:00,242.86170033888405,10.0,0.005936352252013765,0.00024133702947222053,0.0027144224493139985,0.0,fine_tuning
2026-05-04T23:17:59.340287+00:00,0.0,0.0,0.006293708440810903,0.0002632703983444432,0.003097893311645998,0.0,fine_tuning
2026-05-04T23:17:59.340406+00:00,236.1334742563544,10.0,0.006293708440810903,0.0002632703983444432,0.003097893311645998,0.0,fine_tuning
2026-05-04T23:18:07.368182+00:00,0.0,0.0,0.006620150409017944,0.0002851640362027764,0.003474214446035998,0.0,fine_tuning
2026-05-04T23:18:07.368525+00:00,229.36720297608488,10.0,0.006620150409017944,0.0002851640362027764,0.003474214446035998,0.0,fine_tuning
2026-05-04T23:18:15.362897+00:00,0.0,0.0,0.006932598668788864,0.0003070859027388881,0.003879013658763999,0.0,fine_tuning
2026-05-04T23:18:15.363086+00:00,223.11434178452782,10.0,0.006932598668788864,0.0003070859027388881,0.003879013658763999,0.0,fine_tuning
2026-05-04T23:18:23.374298+00:00,0.0,0.0,0.007257865403512575,0.00032903641464722194,0.004255929238073998,0.0,fine_tuning
2026-05-04T23:18:23.374475+00:00,218.06555816318934,10.0,0.007257865403512575,0.00032903641464722194,0.004255929238073998,0.0,fine_tuning
2026-05-04T23:18:31.380678+00:00,0.0,0.0,0.007556372839054131,0.00035100806650000004,0.004633983151628,0.0,fine_tuning
2026-05-04T23:18:31.381214+00:00,212.8918730038706,10.0,0.007556372839054131,0.00035100806650000004,0.004633983151628,0.0,fine_tuning
2026-05-04T23:18:39.382868+00:00,0.0,0.0,0.007851396748898077,0.0003729138342805549,0.005012174287514,0.0,fine_tuning
2026-05-04T23:18:39.383153+00:00,208.2382649035652,10.0,0.007851396748898077,0.0003729138342805549,0.005012174287514,0.0,fine_tuning
2026-05-04T23:18:47.404037+00:00,0.0,0.0,0.008148679123745435,0.00039490107488055566,0.005386237920097998,0.0,fine_tuning
2026-05-04T23:18:47.404459+00:00,204.14549328737473,10.0,0.008148679123745435,0.00039490107488055566,0.005386237920097998,0.0,fine_tuning
